tweet,favoriteCount,date,time,statusSource,screenName,retweetCount,location,language,profileImageURL
"@ArtkoCapital thanks for sending me your RSI screen. Now just waiting for XOM to reach the Fibb level.",4,2017/04/01,17:39:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BarbarianCap,0,"in a permanent drawdown ",en,http://pbs.twimg.com/profile_images/545278003781971968/nWyRxoAF_normal.jpeg
"@astruzynski Yea I was a month too early on this trade, got real nice &amp; burnt by the recent pull but definitely agr… https://t.co/rAN00ZdWYf",4,2017/04/01,13:19:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sstrazza,0,"Connecticut, USA",en,http://pbs.twimg.com/profile_images/837769045235609600/jQICgxlb_normal.jpg
"$XOM #Exxon Dealt a Blow as Texas Judge Sends Climate Suit to N.Y. https://t.co/QGcsHzubBH $USO #stocks #stockmarket #investing $XLE $F $SPY",4,2017/03/31,1:49:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",davidmoadel,1,USA,en,http://pbs.twimg.com/profile_images/378800000301224511/c5d94702e27b12aef0c309ad0e86e95a_normal.jpeg
"Great meeting with the @MarubeniEurope @GastechEvent in Tokyo <ed><U+00A0><U+00BC><ed><U+00B7><U+00AF><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5> #Gastech https://t.co/R7P7GBu1JM",3,2017/04/06,7:53:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",XOM_NatGas,0,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"We enjoyed our meeting with Cheniere @GastechEvent #gastech https://t.co/6pwBsUqVGe",3,2017/04/06,7:49:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",XOM_NatGas,0,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Great meeting today with the team at KOGAS #Gastech #gastech2017 https://t.co/hcYITEDJBI",3,2017/04/06,7:39:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",XOM_NatGas,3,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Great meeting with friends from Marubeni @XOM_NatGas #Gastech https://t.co/MI4eCjOlG5",3,2017/04/06,6:58:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PhilipW27710249,2,Singapore,en,http://pbs.twimg.com/profile_images/735325199315394561/t-0DfpBk_normal.jpg
"Rough day for $COP between yesterday's VWAP and the 5day VWAP.  Ping pong followed by a dump $CVX $XOM $HAL $SLB… https://t.co/dsD1ETh2tt",3,2017/04/05,19:51:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ZachHurwitz,1,"Cincinnati, OH",en,http://pbs.twimg.com/profile_images/727955960401104901/Cad8Jw_H_normal.jpg
"Get money, fuck hoes, keep it low key <ed><U+00A0><U+00BE><ed><U+00B4><U+0090>",3,2017/04/05,14:26:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alicia_xom,1,"Mexia, TX",en,http://pbs.twimg.com/profile_images/837145442286780417/PWm4Izzx_normal.jpg
"XOM(+1.2%)appears to back on track after a dip earlier this week,added to longs($82.51/$81.01),check BHI,breakout? https://t.co/yUCwzmgU2N",3,2017/04/05,13:55:00,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",GarySMorrow,0,"San Luis Obispo, CA",en,http://pbs.twimg.com/profile_images/2878229872/99410b3596e67691727504457d0077d7_normal.png
"The Stock Whisper Of The Day: $XOM $SPY $USO $XLF https://t.co/J1ZRfot4KO",3,2017/04/05,13:41:00,"<a href=""http://www.talkmarkets.com"" rel=""nofollow"">TalkMarkets</a>",VolumePrintcess,3,"New York",en,http://pbs.twimg.com/profile_images/563776084626259968/LWavjM96_normal.jpeg
"More shs in a BlLK debt ETF were traded on its busiest day than shs in WMT XOM or AIG during the same session.
https://t.co/mdyzGtZriY",3,2017/04/05,12:04:00,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",hmeisler,3,"St. Louis, MO",en,http://pbs.twimg.com/profile_images/814801775655981056/BqedJpSe_normal.jpg
"Is Tesla More Valuable Than Ford? - Cramer's Mad Money (4/4/17) https://t.co/hGX1dtmXMm $F #FORD #CARS $GM $TSLA $TCEHY $SYY $XOM $CVX",3,2017/04/05,11:42:00,"<a href=""http://seekingalpha.com"" rel=""nofollow"">Seeking Alpha</a>",SeekingAlpha,1,,en,http://pbs.twimg.com/profile_images/534299535552421888/eHacq8EQ_normal.png
"You Don't Actually Own Your Stocks $XOM https://t.co/TpsNjMg7XL",3,2017/04/05,11:20:00,"<a href=""http://www.talkmarkets.com"" rel=""nofollow"">TalkMarkets</a>",SureDividend,0,Texas,en,http://pbs.twimg.com/profile_images/451100295884337152/xntOIrqW_normal.jpeg
"@XOM_NatGas friends at JOVO wishing everyone success @GastechEvent #Gastech https://t.co/rhRkXwM8Nm",3,2017/04/05,2:38:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jeffnjapan,4,Texas,en,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
"The #hololens <ed><U+00A0><U+00BD><ed><U+00B1><U+0080> intriguing! Great to see #StateoftheArt #technology #hitech @XOM_NatGas @GastechNews #gastech… https://t.co/IAeAhp4FCk",3,2017/04/04,23:12:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HowellSarahL,1,UK,en,http://pbs.twimg.com/profile_images/629038008289734656/Vhi_FIWh_normal.jpg
"Speaking live from @Gastechevent in Tokyo Rob Franklin President of Gas and Power Marketing @ExxonMobil https://t.co/Z9t5rNk2ZW",3,2017/04/04,2:58:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,1,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Speaking live from @Gastechevent in Tokyo Rob Franklin President of Gas and Power Marketing @ExxonMobil https://t.co/ZiJN1QlMNb",3,2017/04/04,2:46:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,1,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Speaking live from @Gastechevent in Tokyo Rob Franklin President of Gas and Power Marketing @ExxonMobil https://t.co/taD2FKXdQQ",3,2017/04/04,2:34:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,1,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Simon Flowers Charman of @WoodMackenzie gets the international energy leadership debate going w @Total… https://t.co/amk3CcQSm2",3,2017/04/04,2:28:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PinkPetro,7,"Worldwide ",en,http://pbs.twimg.com/profile_images/519242275675598849/d-WblXZN_normal.png
"@XOM_NatGas our Long Term PNGLNG partners Sinopec and Unipec are also here at @GastechEvent https://t.co/Dmb5qBGLmf",3,2017/04/04,2:08:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",smccinoz,2,Singapore,en,http://pbs.twimg.com/profile_images/655262966883856384/CUZf3qpY_normal.jpg
"@XOM_NatGas wonderful to catch up with Mr  Vivek Mittal from PETRONET LNG Ltd at @GastechEvent https://t.co/gEgI9qsFeW",3,2017/04/04,1:50:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",smccinoz,1,Singapore,en,http://pbs.twimg.com/profile_images/655262966883856384/CUZf3qpY_normal.jpg
"Q1 ICYMI: 
$AAPL led the Dow in Q1 +24%.
Next-best performer $V +14%.
$XOM bringing up the rear (-9%)

@SquawkStreet https://t.co/Vb174uJs2I",3,2017/04/03,11:49:00,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",ShannanSiemens,0,,en,http://pbs.twimg.com/profile_images/537322077280141312/18riMRCr_normal.jpeg
"@XOM_NatGas EXXON HAS BEEN POLLUTING THE WORLD FOR GENERATIONS NOW.",3,2017/04/03,6:53:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KellyMa33549805,0,"Sherman Oaks, Los Angeles",en,http://pbs.twimg.com/profile_images/850573458702348288/Jqbkvh_N_normal.jpg
"If the #drug, #airline, #oil or any other companies would do this openly...

$XLE $ERX $EOG $CVX $XOM #OPEC #WTI 

https://t.co/1uaoW9YJM7",3,2017/04/02,19:28:00,"<a href=""http://linkis.com"" rel=""nofollow"">Linkis: turn sharing into growth</a>",dpreda,0,"Los Angeles, CA",en,http://pbs.twimg.com/profile_images/378800000258340192/262e1c37b28258c424f24cefe293a6ae_normal.jpeg
"We're bringing our latest innovations in #LNG to #Gastech17 https://t.co/9KdJHAZ8B4",3,2017/04/02,12:21:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,8,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Meet the @XOM_Natgas Team #LNG #Gastech17 https://t.co/kXPGxQD7yv",3,2017/04/02,3:18:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,7,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Sat. March 25th @Stockguy22 #Webinar uploaded : https://t.co/xjGkrNMeEI $XOM $CVX $COP $SU.TO $SU $RSPP $FIVE $BPT $JPM $GS $XLF $AGN $AMD",3,2017/04/01,11:46:00,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",stockguy22,3,AnywherewithInternetConnection,en,http://pbs.twimg.com/profile_images/1657127425/sg22logo_normal.png
"#oil #industry confidently adds 10 more rigs. #OPEC $ERX $USO $UNG $OIL $XOM $CVX $BRZU $EEM $EDC https://t.co/J5L7iln8cy",3,2017/03/31,17:23:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dpreda,1,"Los Angeles, CA",en,http://pbs.twimg.com/profile_images/378800000258340192/262e1c37b28258c424f24cefe293a6ae_normal.jpeg
"Institutional Analysis with Correlations between #CrudeOil &amp; $BPT $HP $XOM $MRO #Stocks by @tradingsafely1 &gt;&gt;… https://t.co/kgsJpNBeTZ",3,2017/03/31,14:40:00,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",StocksSocial1,2,Worldwide,en,http://pbs.twimg.com/profile_images/808977407088660480/TJD3GJtk_normal.jpg
"@XOM_NatGas @PTPERTAMINA Great to kick off Gastech and catch up with old friends at the Pertamina reception. https://t.co/nqC5wag9IR",3,2017/03/31,11:58:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TracyLothianLNG,3,"Houston ",en,http://pbs.twimg.com/profile_images/824457056577064960/7RJz7rUs_normal.jpg
"@Xom_Pink 
Happy Birthday<ed><U+00A0><U+00BD><ed><U+00B9><U+0088><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9> https://t.co/eVsDYGyrfm",3,2017/03/31,1:01:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PRuuuka0202,1,,ja,http://pbs.twimg.com/profile_images/828190420253302785/cQzTN90m_normal.jpg
