"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"424","$XOM $CVX $PXD $EOG:

Cramer’s charts reveal where oil prices are headed, and it may …:

https://t.co/2iqG8VQNPf",FALSE,0,NA,2017-04-04 22:33:03,FALSE,NA,"849389378745102337",NA,"<a href=""http://www.stocknewswires.com"" rel=""nofollow"">StockNewsWires</a>","NewsToDesk",1,FALSE,FALSE,NA,NA,"U.S.","en","http://pbs.twimg.com/profile_images/562292381764952064/mVtp0UmJ_normal.jpeg"
"425","Soundcloud.xom/tendegreez/mms",FALSE,0,NA,2017-04-04 22:22:01,FALSE,NA,"849386603067977730",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TENDEGREEZ",0,FALSE,FALSE,NA,NA,"my mind","en","http://pbs.twimg.com/profile_images/845374537097129988/E_aVMj4a_normal.jpg"
"426","WSJ: Exxon, Petrobras may partner to develop offshore oil projects https://t.co/1fnSfJmmZK $XOM $PBR $HES",FALSE,0,NA,2017-04-04 22:17:28,FALSE,NA,"849385457347698688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kyookine",0,FALSE,FALSE,NA,NA,"Chiba Japan","ja","http://pbs.twimg.com/profile_images/464266705313615872/PpryEcou_normal.jpeg"
"427","@tedlieu Wake Up America! #Tillerson Is Was Appointed By T 4 ONE Reason Only: #XOM &amp; #Putin $500BILLION DEAL! The S… https://t.co/AZJ6BxU5Qz",FALSE,0,"tedlieu",2017-04-04 22:01:10,TRUE,"849335232599908354","849381353632215040","21059255","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrWAVeSportCd1",0,FALSE,FALSE,NA,NA,"USA","en","http://pbs.twimg.com/profile_images/378800000241835524/841bff936a0e07c7559306197655e7bf_normal.jpeg"
"428","Long $XOM here for a hold.  $oil seems to be rising from resistance.  Exxon has underperformed crude and seems to h… https://t.co/ED8VMPmYKr",FALSE,2,NA,2017-04-04 21:43:45,TRUE,NA,"849376973902237696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VikingKing6",0,FALSE,FALSE,NA,NA,"North America","en","http://pbs.twimg.com/profile_images/759454651817263104/RfEnPO6i_normal.jpg"
"429","$XOM &gt; Petrobras CEO says Exxon expressed 'strong interest' in pre-salt oil https://t.co/GYUytbPV3y via @Reuters",FALSE,0,NA,2017-04-04 21:43:18,FALSE,NA,"849376858013655044",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BNF75",0,FALSE,FALSE,NA,NA,"France","fr","http://pbs.twimg.com/profile_images/469146278811541504/u8O4mW2E_normal.jpeg"
"430","#Apple &amp; These 3 #Stocks Were Best Performers Of Q1 $AAPL $V $BA $CSCO Also $XOM $CVX $JPM $GS https://t.co/Watf8D3IeR",FALSE,0,NA,2017-04-04 21:36:50,FALSE,NA,"849375229952569346",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TalkMarkets",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/378800000327180850/4f6d3ae1729ccc9d1d0414cb5359ed7a_normal.png"
"431","Stocks Mostly Squeak by Ahead of Fed Minutes $NVDA $XOM - https://t.co/fJf5gDGy59",FALSE,0,NA,2017-04-04 21:35:31,FALSE,NA,"849374900217360384",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","WUMoneyClub",0,FALSE,FALSE,NA,NA,"Chester, PA","en","http://pbs.twimg.com/profile_images/844673346134519812/_6GMOztt_normal.jpg"
"432","Stocks Mostly Squeak by Ahead of Fed Minutes $NVDA $XOM - https://t.co/dQupxTrXhz",FALSE,0,NA,2017-04-04 21:35:22,FALSE,NA,"849374862154092544",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","InvestorPlace",0,FALSE,FALSE,NA,NA,"Rockville, MD","en","http://pbs.twimg.com/profile_images/779348810426421249/Ap5AgZ26_normal.jpg"
"433","RT @YahooFinance: Exxon in talks to expand into Brazil: WSJ https://t.co/PLLyXViZJq $XOM https://t.co/sEh20dtDVb",FALSE,0,NA,2017-04-04 21:32:19,FALSE,NA,"849374095183630338",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","zawmintu",5,TRUE,FALSE,NA,NA,"Houston","en","http://pbs.twimg.com/profile_images/681581015886761986/J6yx9s7I_normal.jpg"
"434","RT @YahooFinance: Exxon in talks to expand into Brazil: WSJ https://t.co/PLLyXViZJq $XOM https://t.co/sEh20dtDVb",FALSE,0,NA,2017-04-04 21:30:57,FALSE,NA,"849373750059520002",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dollarazevedo",5,TRUE,FALSE,NA,NA,"São Paulo, Brasil","pt","http://pbs.twimg.com/profile_images/819583719631568896/C7aA63YY_normal.jpg"
"435","Petrobras CEO says Exxon $XOM expressed 'strong interest' in pre-salt #oil https://t.co/kFUvtSwY3B",FALSE,1,NA,2017-04-04 21:30:21,FALSE,NA,"849373598829694977",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","VistaPResearch",1,FALSE,FALSE,NA,NA,"San Francisco, CA","en","http://pbs.twimg.com/profile_images/834878192498339841/m11unSMv_normal.jpg"
"436","$XOM:

Petrobras CEO says Exxon expressed ‘strong interest’ in pre-salt oil:

https://t.co/2GkgWYDUs6",FALSE,0,NA,2017-04-04 21:27:07,FALSE,NA,"849372785801670658",NA,"<a href=""http://www.stocknewswires.com"" rel=""nofollow"">StockNewsWires</a>","NewsToDesk",0,FALSE,FALSE,NA,NA,"U.S.","en","http://pbs.twimg.com/profile_images/562292381764952064/mVtp0UmJ_normal.jpeg"
"437","RT @YahooFinance: Exxon in talks to expand into Brazil: WSJ https://t.co/PLLyXViZJq $XOM https://t.co/sEh20dtDVb",FALSE,0,NA,2017-04-04 21:22:33,FALSE,NA,"849371636973408256",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RealUMShrestha",5,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/720625364737765377/PXwv0DkH_normal.jpg"
"438","RT @smccinoz: @XOM_NatGas PNGLNG project partners OilSearch in attendance at Gastech Japan. I https://t.co/l6HDFEVhne",FALSE,0,NA,2017-04-04 21:20:44,FALSE,NA,"849371178733010947",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FrankHoustonNow",3,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/641744672168148992/I-QvLkVy_normal.jpg"
"439","YahooFinance: Exxon in talks to expand into Brazil: WSJ https://t.co/rRQfNSmBWJ $XOM https://t.co/JmuG6KQQtp",FALSE,0,NA,2017-04-04 21:19:08,FALSE,NA,"849370776247709696",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","serge_poznanski",0,FALSE,FALSE,NA,NA,"","fr","http://pbs.twimg.com/profile_images/647277253240291328/3GezjFCJ_normal.jpg"
"440","RT @YahooFinance: Exxon in talks to expand into Brazil: WSJ https://t.co/PLLyXViZJq $XOM https://t.co/sEh20dtDVb",FALSE,0,NA,2017-04-04 21:17:09,FALSE,NA,"849370277020610562",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dabbydabby56",5,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/847878785777127424/Ou6CX6qJ_normal.jpg"
"441","A New Value-Added Carbon Tax Would Face High Hurdles https://t.co/SLTe6RxdPz $XOM $FSLR $SPWR",FALSE,0,NA,2017-04-04 21:16:02,FALSE,NA,"849369997398945792",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","whotrades",0,FALSE,FALSE,NA,NA,"New York, NY","en","http://pbs.twimg.com/profile_images/810955507741630465/fH7sJIew_normal.jpg"
"442","YahooFinance: Exxon in talks to expand into Brazil: WSJ https://t.co/joDkyjs9SF $XOM https://t.co/G2ZEjYWAtP https://t.co/yMusYtnlCr",FALSE,0,NA,2017-04-04 21:15:47,FALSE,NA,"849369935075848192",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","bdnews24",0,FALSE,FALSE,NA,NA,"Millharbour, Tower Hamlets","en","http://pbs.twimg.com/profile_images/718433521509994497/4iW9RC_r_normal.jpg"
"443","Exxon in talks to expand into Brazil: WSJ https://t.co/PLLyXViZJq $XOM https://t.co/sEh20dtDVb",FALSE,1,NA,2017-04-04 21:15:08,FALSE,NA,"849369771753828352",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","YahooFinance",5,FALSE,FALSE,NA,NA,"New York, NY","en","http://pbs.twimg.com/profile_images/710978975376388096/1U2djlFO_normal.jpg"
"444","#ExxonMobil ExxonMobil completes heavy lift of hydrocracker tower at Rotterdam refinery. Read more: https://t.co/zcpFYbxcOJ $XOM",FALSE,0,NA,2017-04-04 21:12:26,FALSE,NA,"849369091043471361",NA,"<a href=""https://www.owler.com"" rel=""nofollow"">    Gas    Utilities</a>","gas_utilities",0,FALSE,FALSE,NA,NA,"San Mateo, CA","en","http://pbs.twimg.com/profile_images/693138881089130496/uGnUQF_O_normal.jpg"
"445","BP got upgraded today and it means A LOT https://t.co/upf1zRwcxy $BP $USO $UCO $XOM",FALSE,0,NA,2017-04-04 20:58:13,FALSE,NA,"849365513558011904",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","whotrades",0,FALSE,FALSE,NA,NA,"New York, NY","en","http://pbs.twimg.com/profile_images/810955507741630465/fH7sJIew_normal.jpg"
"446","Exxon Eyes Brazil Expansion https://t.co/msAUYLGVDq $XOM https://t.co/fsJJYcjNeI",FALSE,0,NA,2017-04-04 20:33:04,FALSE,NA,"849359186140033024",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","SFinanciers",0,FALSE,FALSE,NA,NA,"","ru","http://pbs.twimg.com/profile_images/812426902375976960/CHo97nEf_normal.jpg"
"447","BP Stock Upgraded: What You Need to Know https://t.co/uNUkN2d8Eg $XOM $BP https://t.co/4WRHxBYjEI",FALSE,0,NA,2017-04-04 20:30:58,FALSE,NA,"849358654574931968",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","SFinanciers",0,FALSE,FALSE,NA,NA,"","ru","http://pbs.twimg.com/profile_images/812426902375976960/CHo97nEf_normal.jpg"
"448","Exxon Mobil Corporation (XOM) price at close, April 04, 2017, is 82.38.",FALSE,0,NA,2017-04-04 20:23:33,FALSE,NA,"849356788461948929",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","eliselofgr",0,FALSE,FALSE,NA,NA,"Tulsa","en","http://pbs.twimg.com/profile_images/3011273205/39506550fd0fe78343557922a56952c5_normal.jpeg"
"449","Exxon Mobil Corporation (XOM) price at close of market, April 04, 2017, is 82.38.",FALSE,0,NA,2017-04-04 20:21:11,FALSE,NA,"849356195320258561",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AlexandrMason88",0,FALSE,FALSE,NA,NA,"Albuquerque","en","http://pbs.twimg.com/profile_images/420029501867716608/nQwHZNRe_normal.jpeg"
"450","Exxon Mobil Corporation (XOM) price at close, April 04, 2017, is 82.38.",FALSE,0,NA,2017-04-04 20:21:11,FALSE,NA,"849356194095476737",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","hannahbrin",0,FALSE,FALSE,NA,NA,"Vandemere","en","http://pbs.twimg.com/profile_images/3006434385/4fb6dfe089aa82f0ab924a7f9a03189f_normal.jpeg"
"451","#Petrobras Up 2% On Oil, Exxon &amp; Debt Trifecta https://t.co/Q2MSiSIIZQ #EmergingMarket #energy $PBR $XOM #currency #Brazil @barronsonline",FALSE,0,NA,2017-04-04 20:18:06,FALSE,NA,"849355418539352064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DeFotis",0,FALSE,FALSE,NA,NA,"New York, NY","en","http://pbs.twimg.com/profile_images/812894264732581888/wHY2bkay_normal.jpg"
"452","Investment Analysts’ Upgrades for April, 4th $ARAY, CAKE, EDR, EMP.A, HOLX, ILMN, LVNTA, WST, XEL, XOM https://t.co/D7q0AnsAaD",FALSE,0,NA,2017-04-04 20:06:18,FALSE,NA,"849352447407513600",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AmericanBanking",0,FALSE,FALSE,NA,NA,"Sioux Falls, SD","en","http://pbs.twimg.com/profile_images/541252987/Image5_normal.jpg"
"453","Investment Analysts’ Upgrades for April, 4th $ARAY, CAKE, EDR, EMP.A, HOLX, ILMN, LVNTA, WST, XEL, XOM https://t.co/QdK1OaYNeP",FALSE,0,NA,2017-04-04 20:01:44,FALSE,NA,"849351298885595137",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","intercooleronli",0,FALSE,FALSE,NA,NA,"Florida","en","http://pbs.twimg.com/profile_images/471038514675474432/wc-6YgXp_normal.jpeg"
"454","@sarahkendzior Maybe they looked him in the eye &amp; he got startled like young deer.  4 someone who was head of #XOM,… https://t.co/zjWLtV5cHt",FALSE,0,"sarahkendzior",2017-04-04 19:44:33,TRUE,"849305596910284801","849346976042938370","47475039","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cybelline",0,FALSE,FALSE,NA,NA,"Hovering btwn despair & hope","en","http://pbs.twimg.com/profile_images/524957414156533760/vRwB1Hv7_normal.jpeg"
"455","Investment Analysts’ Upgrades for April, 4th $ARAY, CAKE, EDR, EMP.A, HOLX, ILMN, LVNTA, WST, XEL, XOM https://t.co/A3AnXpvYwB",FALSE,0,NA,2017-04-04 19:36:27,FALSE,NA,"849344935144939521",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","SleekMoneycom",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/501548634412838914/LR6q5snv_normal.jpeg"
"456","Falling wedge if this breaks out clear skies to 90 - $XOM chart https://t.co/aFAtL3nkP3",FALSE,0,NA,2017-04-04 19:26:52,FALSE,NA,"849342522807681024",NA,"<a href=""https://www.tradingview.com"" rel=""nofollow"">TradingView</a>","everytimeicash",0,FALSE,FALSE,NA,NA,"New York & Los Angeles","en","http://pbs.twimg.com/profile_images/735885570371518464/zsTWYtgV_normal.jpg"
"457","Exxon Mobil Co. $XOM Lifted to Hold at Zacks Investment Research https://t.co/iJC2vyHfL1",FALSE,0,NA,2017-04-04 19:11:19,FALSE,NA,"849338610981711878",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","intercooleronli",0,FALSE,FALSE,NA,NA,"Florida","en","http://pbs.twimg.com/profile_images/471038514675474432/wc-6YgXp_normal.jpeg"
"458","Exxon Mobil Co. $XOM Lifted to Hold at Zacks Investment Research https://t.co/2tO6ujwvor",FALSE,0,NA,2017-04-04 19:11:16,FALSE,NA,"849338599250305025",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","intercooleronli",0,FALSE,FALSE,NA,NA,"Florida","en","http://pbs.twimg.com/profile_images/471038514675474432/wc-6YgXp_normal.jpeg"
"459","Benzinga: A New Value-Added Carbon Tax Would Face High Hurdles https://t.co/EgqFs5AW67 $FSLR $SPWR $XOM",FALSE,0,NA,2017-04-04 19:09:14,FALSE,NA,"849338085645189120",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TradeWithSuper",0,FALSE,FALSE,NA,NA,"The Hunt for Winners","en","http://pbs.twimg.com/profile_images/730814770186620928/lFK0zCBG_normal.jpg"
"460","A New Value-Added Carbon Tax Would Face High Hurdles https://t.co/6cJne1m3im $FSLR $SPWR $XOM",FALSE,0,NA,2017-04-04 19:07:00,FALSE,NA,"849337525130764288",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Benzinga",0,FALSE,FALSE,NA,NA,"Zingernation","en","http://pbs.twimg.com/profile_images/557552428006899712/PMttsGmx_normal.png"
"461","$XOM $FSLR $SPWR:

A New Value-Added Carbon Tax Would Face High Hurdles:

https://t.co/xOS7mZYj3V",FALSE,0,NA,2017-04-04 18:59:03,FALSE,NA,"849335525093679104",NA,"<a href=""http://www.stocknewswires.com"" rel=""nofollow"">StockNewsWires</a>","ProTradersNews",0,FALSE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/544714830884532225/Q8nkpEQf_normal.jpeg"
"462","RT @itscaylayoo: why everybody mad <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,0,NA,2017-04-04 18:51:52,FALSE,NA,"849333717852200960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alicia_xom",4,TRUE,FALSE,NA,NA,"Mexia, TX","en","http://pbs.twimg.com/profile_images/837145442286780417/PWm4Izzx_normal.jpg"
"463","Cash me ousside - $XOM chart https://t.co/9mwCxBcxjl",FALSE,0,NA,2017-04-04 18:43:30,FALSE,NA,"849331612881965058",NA,"<a href=""https://www.tradingview.com"" rel=""nofollow"">TradingView</a>","everytimeicash",0,FALSE,FALSE,NA,NA,"New York & Los Angeles","en","http://pbs.twimg.com/profile_images/735885570371518464/zsTWYtgV_normal.jpg"
"464","Exxon Mobil Co. $XOM Lifted to Hold at Zacks Investment Research https://t.co/wcaeCo93x0",FALSE,0,NA,2017-04-04 18:25:44,FALSE,NA,"849327140470476801",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","dailypoliticaln",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/433324818658623488/hxhCoePy_normal.jpeg"
"465","Exxon Mobil upgraded by Zacks Investment Research to hold. https://t.co/aRz6Kt4FS7 $XOM #XOM",FALSE,0,NA,2017-04-04 18:25:35,FALSE,NA,"849327102562373633",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AmericanBanking",0,FALSE,FALSE,NA,NA,"Sioux Falls, SD","en","http://pbs.twimg.com/profile_images/541252987/Image5_normal.jpg"
"466","Exxon Mobil upgraded by Zacks Investment Research to hold. https://t.co/y4SpGkLcue $XOM #XOM",FALSE,0,NA,2017-04-04 18:25:27,FALSE,NA,"849327069393809408",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","RatingsNetwork",0,FALSE,FALSE,NA,NA,"Sioux Falls, SD","en","http://pbs.twimg.com/profile_images/605433922986606592/LeOUrdkT_normal.png"
"467","Exxon Mobil Co. $XOM Lifted to Hold at Zacks Investment Research https://t.co/ADSCeF5MrA",FALSE,0,NA,2017-04-04 18:25:20,FALSE,NA,"849327038435667969",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","dailypoliticaln",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/433324818658623488/hxhCoePy_normal.jpeg"
"468","RT @EnergzdEconomy: $XOM interested in Brazil offshore projects #oil #OOTT https://t.co/3JkhpsYuYE",FALSE,0,NA,2017-04-04 18:08:51,FALSE,NA,"849322889568452608",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","LimitedHangOut1",4,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/818251178152755201/WEGrPFEN_normal.jpg"
"469","In 1Q17, Royal Dutch Shell (RDS.A) stock fell 5.0%. It was the lowest among its peers ExxonMobil (XOM), ... https://t.co/M3mnyAkQFk",FALSE,0,NA,2017-04-04 18:01:07,FALSE,NA,"849320945269473284",NA,"<a href=""http://www.einnews.com"" rel=""nofollow"">EIN News Publisher</a>","EINShellNews",0,FALSE,FALSE,NA,NA,"Washington, D.C.","en","http://pbs.twimg.com/profile_images/2561579238/km596sb05842xlz4rwtk_normal.png"
"470","RT @EnergzdEconomy: $XOM interested in Brazil offshore projects #oil #OOTT https://t.co/3JkhpsYuYE",FALSE,0,NA,2017-04-04 17:51:50,FALSE,NA,"849318606768934912",NA,"<a href=""http://physicaltraders.com"" rel=""nofollow"">RT physicaltraders</a>","physicaltraders",4,TRUE,FALSE,NA,NA,"Zug","en","http://pbs.twimg.com/profile_images/456122783710208000/jKuIpiut_normal.png"
"471","RT @EnergzdEconomy: $XOM interested in Brazil offshore projects #oil #OOTT https://t.co/3JkhpsYuYE",FALSE,0,NA,2017-04-04 17:51:08,FALSE,NA,"849318433460191239",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","captaindan27",4,TRUE,FALSE,NA,NA,"","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"472","$XOM:

BP Stock Upgraded: What You Need to Know:

https://t.co/0eNgGi8g2e",FALSE,0,NA,2017-04-04 17:40:04,FALSE,NA,"849315645351239680",NA,"<a href=""http://www.stocknewswires.com"" rel=""nofollow"">StockNewsWires</a>","NewsToDesk",0,FALSE,FALSE,NA,NA,"U.S.","en","http://pbs.twimg.com/profile_images/562292381764952064/mVtp0UmJ_normal.jpeg"
"473","RT @David_Lessing: $TXHE $MMEX $XOM joint venture Permian Basin rumor. $MMEX ran from 
 .0001  to .05 $TXHE next? sitting at .0002. Wealth…",FALSE,0,NA,2017-04-04 17:39:00,FALSE,NA,"849315379646263298",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mr_RollupTrader",10,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/849245870709145601/DEgdg9lb_normal.jpg"
"474","RT @David_Lessing: $TXHE $MMEX $XOM joint venture Permian Basin rumor. $MMEX ran from 
 .0001  to .05 $TXHE next? sitting at .0002. Wealth…",FALSE,0,NA,2017-04-04 17:35:45,FALSE,NA,"849314561941549059",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","endoexprt",10,TRUE,FALSE,NA,NA,"Haleiwa, HI","en","http://pbs.twimg.com/profile_images/807818827404693504/CcTuLMpy_normal.jpg"
"475","RT @David_Lessing: $TXHE $MMEX $XOM joint venture Permian Basin rumor. $MMEX ran from 
 .0001  to .05 $TXHE next? sitting at .0002. Wealth…",FALSE,0,NA,2017-04-04 17:26:38,FALSE,NA,"849312267749531649",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ARNRAY777",10,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/581691097874739200/HLdyoHd4_normal.jpg"
"476","RT @David_Lessing: $TXHE $MMEX $XOM joint venture Permian Basin rumor. $MMEX ran from 
 .0001  to .05 $TXHE next? sitting at .0002. Wealth…",FALSE,0,NA,2017-04-04 17:24:42,FALSE,NA,"849311780161671169",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Videoclipsmiami",10,TRUE,FALSE,NA,NA,"Florida, USA","en","http://pbs.twimg.com/profile_images/418108656672989185/yV4SwGGP_normal.jpeg"
"477","$XOM:

Exxon in talks to expand into Brazil: WSJ:

https://t.co/9YUYcle8Yc",FALSE,0,NA,2017-04-04 17:21:04,FALSE,NA,"849310863744008195",NA,"<a href=""http://www.newsflowing.com"" rel=""nofollow"">NFIG</a>","newswelldone",0,FALSE,FALSE,NA,NA,"US","en","http://pbs.twimg.com/profile_images/544036701056684032/FY2Xgs7b_normal.jpeg"
"478","Unpleasant surprises all the way around from here on out….Read “The Fake Recovery May Be Ending” &gt; https://t.co/6zaZyQLq9I  $XOM $UNG",FALSE,0,NA,2017-04-04 17:20:43,FALSE,NA,"849310778234744832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","natgastrading",0,FALSE,FALSE,NA,NA,"USA","en","http://pbs.twimg.com/profile_images/548476290739613697/IuE2PFbF_normal.jpeg"
"479","Five trends in creating energy-efficient cities - Energy Factor https://t.co/2I7Gzd1sWF go XOM! Great Dividend Stock!",FALSE,0,NA,2017-04-04 17:02:26,FALSE,NA,"849306176923860992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pjl001",0,FALSE,FALSE,NA,NA,"Massachusetts, USA","en","http://pbs.twimg.com/profile_images/378800000725782943/f5979465289a045af6797edbf1369356_normal.jpeg"
"480","RT @XOM_NatGas: We have turned pink @XOM_NatGas for the #LNG #Powerplay event with @TracyLothianLNG &amp; Momoyo Yuki #Gastech https://t.co/fBO…",FALSE,0,NA,2017-04-04 16:54:41,FALSE,NA,"849304224882188290",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SheetzBill",4,TRUE,FALSE,NA,NA,"","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"481","RT @ArthurHill: Wow. $XOM is 23.03% of $XLE. Together with $CVX (15.39%), $SLB (8.20%), $COP (4.66%) and $EOG (4.27%), these 5 account for…",FALSE,0,NA,2017-04-04 16:45:35,FALSE,NA,"849301935232606208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","friendslulu",3,TRUE,FALSE,NA,NA,"California, USA","en","http://pbs.twimg.com/profile_images/847969313860362240/PDpAaUAz_normal.jpg"
"482","404 Not Found https://t.co/Kfjgd5KLKx",FALSE,0,NA,2017-04-04 16:40:02,FALSE,NA,"849300540068691970",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","unmyouth",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/1531338042/204577_223720810976363_191245470890564_1024902_7436524_o_normal.jpg"
"483","404 Not Found https://t.co/WlvircKrE1",FALSE,0,NA,2017-04-04 16:39:36,FALSE,NA,"849300430962253825",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","prodiasporage",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/378800000496638816/524d92bb505204cded342749c0e26d19_normal.jpeg"
"484","RT @Stocks_Numbers: Oh wow oil looking strong today $MRO $CNQ $COP $XOM $UGAZ $UWT $CHK $OIL $USO $BP $PBR $WLL",FALSE,0,NA,2017-04-04 16:36:48,FALSE,NA,"849299727581675521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1000Shares",3,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/378800000690113649/266b238fc41b25a2600e0dc1ffed7395_normal.png"
"485","Exxon Mobil Looking For Access to Brazil's Deep Water Resources #xom https://t.co/CeRnz8enYQ",FALSE,0,NA,2017-04-04 16:35:26,FALSE,NA,"849299382419804165",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JF_Gaumond",0,FALSE,FALSE,NA,NA,"Rimouski, Québec","fr","http://pbs.twimg.com/profile_images/830942281943232512/QTKZKRuz_normal.jpg"
"486","$XOM Weak hands will say this is a POS just like they did $DIS at $90",FALSE,0,NA,2017-04-04 16:29:01,FALSE,NA,"849297765175898114",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","MeDayTrading",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/822282316844179456/CpDUjKEs_normal.jpg"
